"ID","fixedChildProducts","fixedChildCategories","displayName_en","displayName_fr_CA","description_en","description_fr_CA","paDocumentsFileNames","altText","titleText","active","seoDescription_en","seoDescription_fr_CA","seo_keywords_en","seo_keywords_fr_CA","seoTitle_en","seoTitle_fr_CA","seoUrlSlug"
"410-005-000-000",,"410-005-005-000,410-005-010-000,410-005-020-000,410-005-015-000","Accessories","Accessoires",,,"410-005-000-000_banner.jpg,410-005-000-000.jpg","Accessories","Accessories","True",,,,,"Accessories","Accessoires","410-005-000-000 Accessories"
"410-015-000-000",,"410-015-005-000,410-015-010-000","Cargo Control","Contrôle des charges",,,"410-015-000-000_banner.jpg,410-015-000-000.jpg","Cargo Control","Cargo Control","True",,,,,"Cargo Control","Contrôle des charges","410-015-000-000 Cargo Control"
"400-040-000-000",,"400-040-015-000,400-040-005-000,400-040-010-000,400-040-020-000","Shop Furniture and Decor","Meubles et articles décoratifs d’atelier",,,"400-040-000-000.jpg","Shop Furniture and Decor","Shop Furniture and Decor","True",,,,,"Shop Furniture and Decor","Meubles et articles décoratifs d’atelier","400-040-000-000 Shop Furniture and Decor"
"400-045-000-000",,"400-045-020-000,400-045-005-000,400-045-010-000,400-045-030-000,400-045-015-000,400-045-025-000,400-045-035-000","Storage and Organization","Rangement et organisation",,,"400-045-000-000.jpg","Storage and Organization","Storage and Organization","True",,,,,"Storage and Organization","Rangement et organisation","400-045-000-000 Storage and Organization"
"400-050-000-000",,"400-050-045-000,400-050-060-000,400-050-040-000,400-050-025-000,400-050-055-000,400-050-010-000,400-050-015-000,400-050-005-000,400-050-030-000,400-050-035-000,400-050-020-000","Workwear and Safety Gear","Vêtements de travail et équipement de sécurité",,,"400-050-000-000.jpg","Workwear and Safety Gear","Workwear and Safety Gear","True",,,,,"Workwear and Safety Gear","Vêtements de travail et équipement de sécurité","400-050-000-000 Workwear and Safety Gear"
"410-010-000-000",,"410-010-005-000","Auxiliary Heating and Cooling","Chauffage et climatisation auxiliaire",,,"410-010-000-000_banner.jpg,410-010-000-000.jpg","Auxiliary Heating and Cooling","Auxiliary Heating and Cooling","True",,,,,"Auxiliary Heating and Cooling","Chauffage et climatisation auxiliaire","410-010-000-000 Auxiliary Heating and Cooling"
"410-020-000-000",,"410-020-035-000,410-020-025-000,410-020-015-000,410-020-030-000,410-020-020-000,410-020-010-000,410-020-005-000","Electrical","Électrique",,,"410-020-000-000_banner.jpg,410-020-000-000.jpg","Electrical","Electrical","True",,,,,"Electrical","Électrique","410-020-000-000 Electrical"
"410-025-000-000",,"410-025-005-000,410-025-010-000","Truck","Camion",,,"410-025-000-000_banner.jpg,410-025-000-000.jpg","Truck","Truck","True",,,,,"Truck","Camion","410-025-000-000 Truck"
"410-030-000-000",,"410-030-005-000","Winch Centre","Centre du treuil",,,"410-030-000-000_banner.jpg,410-030-000-000.jpg","Winch Centre","Winch Centre","True",,,,,"Winch Centre","Centre du treuil","410-030-000-000 Winch Centre"
"410-035-000-000",,"410-035-010-000,410-035-005-000","Safety","Sécurité",,,"410-035-000-000.jpg","Safety","Safety","True",,,,,"Safety","Sécurité","410-035-000-000 Safety"
"420-005-000-000",,"420-005-040-000,420-005-015-000,420-005-030-000,420-005-025-000,420-005-005-000,420-005-035-000,420-005-020-000,420-005-010-000","Construction Equipment","Équipement de construction",,,"420-005-000-000.jpg","Construction Equipment","Construction Equipment","True",,,,,"Construction Equipment","Équipement de construction","420-005-000-000 Construction Equipment"
"420-010-000-000",,"420-010-005-000,420-010-020-000,420-010-015-000,420-010-025-000,420-010-010-000","Logging","Exploitation forestière",,,"420-010-000-000.jpg","Logging","Logging","True",,,,,"Logging","Exploitation forestière","420-010-000-000 Logging"
"420-015-000-000",,"420-015-010-000,420-015-020-000,420-015-005-000,420-015-025-000,420-015-015-000","Power Equipment","Équipement à moteur",,,"420-015-000-000.jpg","Power Equipment","Power Equipment","True",,,,,"Power Equipment","Équipement à moteur","420-015-000-000 Power Equipment"
"420-020-000-000",,"420-020-025-000,420-020-010-000,420-020-030-000,420-020-015-000,420-020-040-000,420-020-035-000,420-020-020-000,420-020-005-000","Power Transmission","Transmission de puissance",,,"420-020-000-000.jpg","Power Transmission","Power Transmission","True",,,,,"Power Transmission","Transmission de puissance","420-020-000-000 Power Transmission"
"420-025-000-000",,"420-025-025-000,420-025-015-000,420-025-010-000,420-025-020-000,420-025-030-000,420-025-005-000","Pressure Washers","Laveuses à pression",,,"420-025-000-000.jpg","Pressure Washers","Pressure Washers","True",,,,,"Pressure Washers","Laveuses à pression","420-025-000-000 Pressure Washers"
"420-030-000-000",,"420-030-005-000","Snow Removal","Déneigement",,,"420-030-000-000.jpg","Snow Removal","Snow Removal","True",,,,,"Snow Removal","Déneigement","420-030-000-000 Snow Removal"
"420-035-000-000",,"420-035-020-000,420-035-030-000,420-035-005-000,420-035-010-000,420-035-025-000,420-035-015-000,420-035-035-000,420-035-040-000","Yard Maintenance","Entretien de la cour",,,"420-035-000-000.jpg","Yard Maintenance","Yard Maintenance","True",,,,,"Yard Maintenance","Entretien de la cour","420-035-000-000 Yard Maintenance"
"440-005-000-000",,"440-005-030-000,440-005-025-000,440-005-055-000,440-005-015-000,440-005-020-000,440-005-050-000,440-005-005-000,440-005-010-000,440-005-040-000,440-005-035-000,440-005-045-000,440-005-065-000","Hydraulics","Systèmes hydrauliques",,,"440-000-000-000_banner.jpg,440-005-000-000.jpg","Hydraulics","Hydraulics","True",,,,,"Hydraulics","Systèmes hydrauliques","440-005-000-000 Hydraulics"
"460-005-000-000",,"460-005-005-000,460-005-020-000,460-005-010-000,460-005-015-000,460-005-025-000","Metal Forming and Shaping","Formage et façonnage des métaux",,,"460-005-000-000_banner.jpg,460-005-000-000.jpg","Metal Forming and Shaping","Metal Forming and Shaping","True",,,,,"Metal Forming and Shaping","Formage et façonnage des métaux","460-005-000-000 Metal Forming and Shaping"
"460-010-000-000",,"460-010-015-000,460-010-005-000,460-010-010-000","Stationary Power Tools","Outils électriques stationnaires",,,"460-010-000-000_banner.jpg,460-010-000-000.jpg","Stationary Power Tools","Stationary Power Tools","True",,,,,"Stationary Power Tools","Outils électriques stationnaires","460-010-000-000 Stationary Power Tools"
"460-015-000-000",,"460-015-050-000,460-015-045-000,460-015-040-000,460-015-020-000,460-015-010-000,460-015-005-000,460-015-025-000,460-015-035-000,460-015-030-000,460-015-015-000","Welding","Soudage",,,"460-015-000-000_banner.jpg,460-015-000-000.jpg","Welding","Welding","True",,,,,"Welding","Soudage","460-015-000-000 Welding"
"460-020-000-000",,"460-020-005-000,460-020-020-000,460-020-015-000,460-020-025-000,460-020-010-000","Blacksmithing","Ouvrage de forge",,,"460-020-000-000.jpg","Blacksmithing","Blacksmithing","True",,,,,"Blacksmithing","Ouvrage de forge","460-020-000-000 Blacksmithing"
